name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
wol,https://github.com/Trugamr/wol,503,10,Go,Trugamr,🦭 Wake up your devices with a single command or click. A Wake-On-LAN tool that works via CLI and web interface.,2025-03-01T09:44:28Z,2024-08-03T04:25:34Z,2
zkp-hmac-communication-go,https://github.com/zk-Call/zkp-hmac-communication-go,501,63,Go,zk-Call,"""Zero-Knowledge"" Proof Implementation with HMAC Communication in Go",2024-10-07T23:30:08Z,2024-04-03T09:33:59Z,0
403jump,https://github.com/trap-bytes/403jump,500,51,Go,trap-bytes,HTTP 403 bypass tool,2024-03-16T19:35:49Z,2024-01-24T10:06:51Z,6
CyberEdge,https://github.com/Symph0nia/CyberEdge,500,60,Go,Symph0nia,互联网资产综合扫描/攻击面测绘,2024-12-18T03:55:54Z,2024-03-28T17:56:51Z,7
genai-toolbox,https://github.com/googleapis/genai-toolbox,500,63,Go,googleapis,Gen AI Toolbox for Databases is an open source server that makes it easier to build Gen AI tools for interacting with databases. ,2025-03-21T17:34:34Z,2024-06-07T20:52:54Z,5
vehicle-command,https://github.com/teslamotors/vehicle-command,498,123,Go,teslamotors,,2025-03-19T17:44:13Z,2023-10-04T23:34:25Z,43
reality,https://github.com/howmp/reality,497,41,Go,howmp,grs内网穿透工具通过reality协议隐藏特征,2024-11-27T10:41:03Z,2024-10-10T03:06:45Z,0
free-gpt3.5-2api,https://github.com/aurorax-neo/free-gpt3.5-2api,495,85,Go,aurorax-neo,free chat gpt api,2024-10-28T05:54:59Z,2024-04-03T15:36:45Z,0
rund,https://github.com/darwin-containers/rund,492,15,Go,darwin-containers,OCI Container Runtime for Darwin,2025-03-06T07:42:44Z,2023-06-26T22:31:47Z,12
noterce,https://github.com/xiao-zhu-zhu/noterce,491,59,Go,xiao-zhu-zhu,一种另辟蹊径的免杀执行系统命令的木马,2023-12-04T09:08:31Z,2023-01-31T07:56:29Z,13
OffensiveGo,https://github.com/Enelg52/OffensiveGo,490,39,Go,Enelg52,Golang weaponization for red teamers.,2024-01-17T12:21:38Z,2023-10-19T09:01:01Z,0
obsidian-cli,https://github.com/Yakitrak/obsidian-cli,486,20,Go,Yakitrak,"Interact with Obsidian in the terminal. Open, search, create, update, move, delete and print notes!",2024-12-27T22:35:36Z,2023-01-14T14:31:00Z,1
go-dsa,https://github.com/spring1843/go-dsa,483,140,Go,spring1843,Go Data Structures and Algorithms is an open source tool for learning and rehearsing data structures and algorithms in Go.,2025-03-19T03:18:06Z,2023-03-15T17:42:18Z,0
smartSNI,https://github.com/bepass-org/smartSNI,482,85,Go,bepass-org,A simple single file smart sni proxy with doh and dot written in go,2024-03-21T21:08:43Z,2023-11-20T16:50:55Z,19
amprobe,https://github.com/amuluze/amprobe,480,31,Go,amuluze,轻量级主机及容器监控服务,2025-02-18T04:48:42Z,2024-03-14T09:20:19Z,1
Re-ccscaner,https://github.com/jinchengyang98/Re-ccscaner,479,51,Go,jinchengyang98,,2024-12-14T10:30:16Z,2024-12-11T12:16:59Z,0
chromem-go,https://github.com/philippgille/chromem-go,479,29,Go,philippgille,Embeddable vector database for Go with Chroma-like interface and zero third-party dependencies. In-memory with optional persistence.,2024-09-01T17:41:22Z,2023-12-24T10:50:18Z,5
katalyst-core,https://github.com/kubewharf/katalyst-core,478,103,Go,kubewharf,"Katalyst aims to provide a universal solution to help improve resource utilization and optimize the overall costs in the cloud. This is the core components in Katalyst system, including multiple agents and centralized components",2025-03-19T06:46:26Z,2023-01-17T09:18:11Z,35
sol,https://github.com/noperator/sol,477,6,Go,noperator,"A de-minifier (formatter, exploder, beautifier) for shell one-liners",2024-09-03T16:16:41Z,2024-08-26T17:43:50Z,7
douyin,https://github.com/wwengg/douyin,476,122,Go,wwengg,抖音[直播伴侣]推流密钥获取工具 抖音直播间弹幕、进入房间等数据通过Websocket对接Fay,2023-10-18T02:25:59Z,2023-04-26T09:07:53Z,6
CloudRecon,https://github.com/g0ldencybersec/CloudRecon,476,48,Go,g0ldencybersec,,2024-04-29T01:05:05Z,2023-08-03T04:39:52Z,2
trainbot,https://github.com/jo-m/trainbot,475,9,Go,jo-m,"Watches a piece of train track, detects trains, and stitches together images of them.",2025-03-18T19:45:47Z,2023-03-09T00:23:53Z,4
vinegar,https://github.com/vinegarhq/vinegar,475,37,Go,vinegarhq,Run Roblox Studio on Linux.,2025-02-15T17:41:19Z,2023-01-18T22:14:08Z,35
distr,https://github.com/glasskube/distr,474,17,Go,glasskube,Software Distribution Platform - Distr is the easiest way to distribute enterprise software to customer-controlled or shared-responsibility environments.,2025-03-21T14:56:15Z,2024-11-19T13:14:16Z,3
go-taskflow,https://github.com/noneback/go-taskflow,473,19,Go,noneback,A pure go General-purpose Task-parallel Programming Framework with integrated visualizer and profiler,2025-03-04T07:31:52Z,2024-03-06T04:53:14Z,4
agency,https://github.com/neurocult/agency,473,29,Go,neurocult,"🕵️‍♂️ Library designed for developers eager to explore the potential of Large Language Models (LLMs) and other generative AI through a clean, effective, and Go-idiomatic approach.",2025-01-08T06:11:11Z,2023-11-13T19:49:03Z,0
helix,https://github.com/helixml/helix,472,47,Go,helixml,"🧬 Helix is a private GenAI stack for building AI applications with declarative pipelines, knowledge (RAG), API bindings, and first-class testing.",2025-03-21T19:30:24Z,2023-10-17T07:11:12Z,124
gkit,https://github.com/ml444/gkit,472,7,Go,ml444,a microservice framework,2025-03-11T14:02:22Z,2023-03-04T15:58:10Z,0
go-htmx,https://github.com/donseba/go-htmx,468,25,Go,donseba,Seamless HTMX integration in golang applications,2024-12-04T21:45:19Z,2023-02-11T10:45:23Z,0
