name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
Block-Pornographic-Replies,https://github.com/slarkvan/Block-Pornographic-Replies,839,60,JavaScript,slarkvan,屏蔽推特回复下的黄推。Block pornographic replies below the tweet.,2023-10-24T05:38:02Z,2023-06-28T02:06:49Z,6
btw,https://github.com/btw-so/btw,838,68,JavaScript,btw-so,Open source Medium alternative- set up your personal blog in minutes.,2025-03-08T06:29:58Z,2023-02-24T09:57:18Z,14
llama-chat,https://github.com/replicate/llama-chat,837,319,JavaScript,replicate,A boilerplate for creating a Llama 3 chat app,2024-08-12T16:10:06Z,2023-07-17T19:00:13Z,22
HaramBlur,https://github.com/alganzory/HaramBlur,835,54,JavaScript,alganzory,"A Browser extension that enables you to navigate the web with respect for your Islamic values, protect your privacy and reduce browsing distractions by auto detecting and blurring ""Haram"" content.",2024-08-12T06:36:21Z,2023-09-22T17:28:25Z,28
X,https://github.com/Yuheng0101/X,832,89,JavaScript,Yuheng0101,"Some scripts about Quantumult X, Surge, Loon, Shadowrocket and NodeJS.",2025-02-19T08:38:05Z,2023-05-18T00:43:51Z,0
AiPPT,https://github.com/veasion/AiPPT,828,111,JavaScript,veasion,"AI 智能生成 PPT，通过主题/文件/网址等方式生成PPT，支持原生图表、动画、3D特效等复杂PPT的解析和渲染，支持用户自定义模板，支持智能添加动画，可在线体验。AI generates PowerPoint Presentation, Supports parsing and rendering of complex PPT features such as native charts, animations, and 3D effects.",2025-03-17T02:31:57Z,2024-07-04T04:06:41Z,1
threejs-portfolio,https://github.com/adrianhajdin/threejs-portfolio,828,164,JavaScript,adrianhajdin,Learn how to build 3D websites from scratch with the Three.js Crash Course. It's a fun and practical way to create a portfolio that really pops!,2024-10-29T09:24:06Z,2024-09-06T12:58:55Z,3
LightDiffusionFlow,https://github.com/Tencent/LightDiffusionFlow,827,47,JavaScript,Tencent,This extension is developed for AUTOMATIC1111's Stable Diffusion web UI that provides import/export options for parameters.,2023-12-28T02:49:04Z,2023-09-18T09:41:35Z,8
Abracadabra,https://github.com/SheepChef/Abracadabra,824,50,JavaScript,SheepChef,Abracadabra 魔曰，下一代文本脱敏和加密工具,2025-03-14T11:33:23Z,2024-10-20T16:37:27Z,0
serverless-qrcode-hub,https://github.com/xxnuo/serverless-qrcode-hub,818,204,JavaScript,xxnuo,苦于微信群聊二维码频繁变动，开发这个能生成永久二维码的工具，不需要服务器。也可作为 URL 缩短链接服务使用。,2025-03-21T14:55:50Z,2025-03-14T08:21:22Z,2
react-firebase-chat,https://github.com/safak/react-firebase-chat,816,1434,JavaScript,safak,,2024-07-15T15:11:27Z,2024-04-02T09:28:06Z,13
inwind-landing-page,https://github.com/huglemon/inwind-landing-page,814,108,JavaScript,huglemon,"a free, open-source, powerful landing page template.",2025-03-18T08:43:23Z,2024-06-29T08:30:16Z,1
Suhail-Md-Media,https://github.com/SuhailTechInfo/Suhail-Md-Media,814,1429,JavaScript,SuhailTechInfo,Plugins for Suhail-MD Whatsapp bot,2024-11-09T18:01:41Z,2023-08-04T09:29:18Z,8
sd-webui-photopea-embed,https://github.com/yankooliveira/sd-webui-photopea-embed,813,68,JavaScript,yankooliveira,A simple Stable Diffusion WebUI extension that adds a Photopea tab and integration.,2024-11-24T10:53:04Z,2023-05-06T08:22:08Z,5
wBlock,https://github.com/0xCUB3/wBlock,812,12,JavaScript,0xCUB3,The next-generation ad blocker for Safari.,2025-03-12T20:17:18Z,2024-07-18T12:49:38Z,7
Windows11-3.0,https://github.com/MishanPoudel/Windows11-3.0,812,152,JavaScript,MishanPoudel,Experience the look and feel of Windows 11 directly in your browser with this web-based clone. Enjoy a similar user interface and functionality.,2024-08-01T16:42:23Z,2024-03-27T11:53:36Z,2
jsontr.ee,https://github.com/xzitlou/jsontr.ee,811,28,JavaScript,xzitlou,Effortlessly visualize JSON structures as dynamic tree diagrams,2025-02-11T03:10:58Z,2024-11-25T19:04:10Z,3
ximalaya_downloader,https://github.com/844704781/ximalaya_downloader,807,51,JavaScript,844704781,⭐️ 一个可爱且任性的 喜马拉雅专辑音频无限制下载器O(∩_∩)O,2025-03-21T07:27:21Z,2024-05-17T10:05:23Z,19
WeChatOpenDevTools,https://github.com/x0tools/WeChatOpenDevTools,807,247,JavaScript,x0tools,,2024-05-09T10:52:05Z,2023-10-07T06:41:22Z,10
CF-Workers-TEXT2KV,https://github.com/cmliu/CF-Workers-TEXT2KV,804,1462,JavaScript,cmliu,这个是一个通过 Cloudflare Workers 搭建，将文本文件存储到 Cloudflare Workers KV 键值存储中，并且可以通过 URL 请求读取或更新这些文本文件。,2025-02-20T10:03:21Z,2024-03-07T17:13:14Z,8
Crawler,https://github.com/ShilongLee/Crawler,789,249,JavaScript,ShilongLee,抖音爬虫(a_bogus最新版)、快手、哔哩哔哩、小红书、淘宝、京东、微博等平台爬虫开源api接口服务器。docker一键快速部署。,2024-10-16T03:00:35Z,2024-05-24T08:52:41Z,21
YuYuWechat,https://github.com/xieyumc/YuYuWechat,782,82,JavaScript,xieyumc,一个让微信（非WEB版）定时循环发送消息/文件（cron表达式精确到分钟），批量群发消息，定时检查聊天记录的小工具🚀，提供了简易直观的界面，并支持邮箱报警等功能，可部署到任意平台,2025-02-12T08:09:34Z,2024-04-03T08:46:35Z,5
tvbox,https://github.com/jinenge/tvbox,782,129,JavaScript,jinenge,TVBox(自带配置版)，内置源，随时更新内置源，不必担心不能用,2025-01-29T15:13:03Z,2023-09-11T19:30:40Z,9
github-roast,https://github.com/codenoid/github-roast,777,47,JavaScript,codenoid,Spicy GitHub Roast 🔥,2024-08-25T03:39:39Z,2024-08-03T10:18:34Z,11
telegraph,https://github.com/0-RTT/telegraph,773,307,JavaScript,0-RTT,基于 Cloudflare Worker 和 Pages 的图床/视频床/文件床，轻松实现无服务器部署！,2024-12-29T22:33:24Z,2024-03-24T02:21:07Z,2
Youtube2Webpage,https://github.com/obra/Youtube2Webpage,773,25,JavaScript,obra,I learn much better from text than from videos,2023-12-01T17:46:50Z,2023-03-09T03:31:02Z,7
visual-try-on,https://github.com/shyjal/visual-try-on,768,133,JavaScript,shyjal,A chrome extension to easily do visual trials of clothing from any e-commerce store. Here is the easy to use install option 👇,2024-11-15T11:36:53Z,2024-09-03T04:14:16Z,4
Cloudflare-Workers-Proxy,https://github.com/ymyuuu/Cloudflare-Workers-Proxy,763,267,JavaScript,ymyuuu,简单而功能强大的反代服务，允许你将一个网址映射到另一个网址，并处理跨域请求,2024-07-25T07:12:07Z,2023-10-02T12:38:58Z,12
sign_script,https://github.com/imoki/sign_script,759,103,JavaScript,imoki,WPS多定时脚本管理框架，适配airscript1.0、airscript2.0和Node.js原生环境，接入deepseek分析工具。具备高兼容性，智能生成表格，表格一键更新，多表统一配置，多渠道消息推送，消息智能分片。,2025-03-11T15:41:24Z,2023-07-17T08:41:46Z,28
devdb-vscode,https://github.com/damms005/devdb-vscode,758,19,JavaScript,damms005,A zero-config VS Code database extension with affordances to aid development and debugging.,2025-03-21T08:49:24Z,2023-08-10T20:29:24Z,18
tvbox18,https://github.com/qirenzhidao/tvbox18,755,140,JavaScript,qirenzhidao,tvbox 影视tv 宝盒 接口,2025-03-18T04:00:08Z,2023-07-30T10:17:05Z,2
NewBingGoGo-Web,https://github.com/jianjianai/NewBingGoGo-Web,750,553,JavaScript,jianjianai,一个基于微软OpenAI ChatGPT GPT4的New Bing接口的Web服务。 提供了好看的对话页面。 实现了微软New Bing的大多数功能，还添加了一些自己的特色功能。 开源免费。,2023-08-15T09:24:35Z,2023-04-23T15:48:28Z,43
TizenTube,https://github.com/reisxd/TizenTube,748,55,JavaScript,reisxd,A TizenBrew module to remove ads and add support for SponsorBlock for your Tizen TV.,2024-12-12T18:31:40Z,2023-07-13T19:41:40Z,17
raycast-g4f,https://github.com/XInTheDark/raycast-g4f,747,58,JavaScript,XInTheDark,"Raycast extension to use GPT, Claude, Llama, and more... all for FREE! + Full support for custom APIs.",2025-03-21T15:05:38Z,2024-04-13T06:31:53Z,11
namaste-react,https://github.com/namastedev/namaste-react,747,436,JavaScript,namastedev,,2023-11-23T13:02:34Z,2023-02-28T12:45:01Z,4
sqlite-wasm,https://github.com/sqlite/sqlite-wasm,739,60,JavaScript,sqlite,SQLite Wasm conveniently wrapped as an ES Module.,2025-02-26T09:52:03Z,2023-04-13T07:24:18Z,3
zotmoov,https://github.com/wileyyugioh/zotmoov,739,10,JavaScript,wileyyugioh,Zotero plugin to automatically move attachments and link them,2025-03-16T06:13:40Z,2023-06-26T23:27:19Z,15
color4bg.js,https://github.com/winterx/color4bg.js,738,59,JavaScript,winterx,"Cool colorful backgrounds, generated by JS",2025-02-19T10:08:31Z,2024-07-04T10:11:18Z,11
react-movies,https://github.com/adrianhajdin/react-movies,737,40,JavaScript,adrianhajdin,"Dive straight into React—from basic JSX to advanced hooks—and build a real, modern app in this hands-on crash course!",2025-01-24T14:03:02Z,2025-01-24T13:38:19Z,3
claude-unofficial-api,https://github.com/Explosion-Scratch/claude-unofficial-api,735,78,JavaScript,Explosion-Scratch,Unofficial API for Claude-2 via Claude Web (Also CLI),2023-08-21T21:35:18Z,2023-07-13T20:07:11Z,4
assignments,https://github.com/100xdevs-cohort-3/assignments,734,641,JavaScript,100xdevs-cohort-3,,2025-02-01T16:48:33Z,2024-08-10T20:30:14Z,0
capacitor,https://github.com/gimlet-io/capacitor,730,26,JavaScript,gimlet-io,A general purpose UI for FluxCD.,2024-12-29T07:39:43Z,2023-10-16T07:30:06Z,29
UserScripts,https://github.com/ChinaGodMan/UserScripts,726,44,JavaScript,ChinaGodMan,🐒一些修改自网络的油猴脚本 Some Tampermonkey scripts modified from the internet,2025-03-21T05:18:07Z,2024-06-17T09:24:07Z,3
altcha,https://github.com/altcha-org/altcha,724,29,JavaScript,altcha-org,"GDPR, WCAG 2.2 AA, and EAA compliant, self-hosted CAPTCHA alternative with PoW mechanism and advanced anti-spam filter.",2025-03-16T04:24:41Z,2023-11-18T10:05:44Z,3
simple-rsc,https://github.com/bholmesdev/simple-rsc,724,62,JavaScript,bholmesdev,A simple React Server Components implementation that you can build yourself 🙌,2024-01-22T12:33:35Z,2023-03-29T16:50:05Z,2
awesome-tiny-js,https://github.com/thoughtspile/awesome-tiny-js,723,13,JavaScript,thoughtspile,🤏 A collection of tiny JS libraries (under 2 kB) to put your bundle on a diet,2024-09-24T10:21:03Z,2023-03-01T15:44:35Z,3
Tool,https://github.com/Repcz/Tool,723,102,JavaScript,Repcz,Ownuse,2025-03-21T12:49:53Z,2023-11-16T09:36:49Z,0
herta_kuru,https://github.com/duiqt/herta_kuru,718,165,JavaScript,duiqt,"The website for Herta, the cutest genius Honkai: Star Rail character out there.",2024-11-10T01:24:23Z,2023-05-15T12:57:51Z,2
biliplus,https://github.com/0xlau/biliplus,713,32,JavaScript,0xlau,🧩 A Chrome/Edge extension to feel better in bilibili.com,2025-01-04T13:13:55Z,2024-02-29T05:31:21Z,89
main,https://github.com/Not-Quite-RARBG/main,709,21,JavaScript,Not-Quite-RARBG,Not Quite RARBG's main website.,2023-09-22T11:58:04Z,2023-06-01T14:25:33Z,17
VideoSubtitleGenerator,https://github.com/buxuku/VideoSubtitleGenerator,708,54,JavaScript,buxuku,"批量为本地视频生成字幕文件，并可将字幕文件翻译成其它语言， 跨平台支持 window, mac 系统",2024-12-12T08:46:52Z,2023-12-21T05:44:23Z,5
invoice-dragon,https://github.com/LaniJ/invoice-dragon,707,57,JavaScript,LaniJ,Open source application for creating free invoices and receipts,2023-09-26T07:48:28Z,2023-04-03T23:52:28Z,7
apc-extension,https://github.com/drcika/apc-extension,707,29,JavaScript,drcika,,2024-08-13T19:28:07Z,2023-05-26T11:04:04Z,46
my-yt,https://github.com/christian-fei/my-yt,703,55,JavaScript,christian-fei,"A clean and minimal youtube frontend, without all the ads and whistles",2025-03-21T14:37:18Z,2025-02-08T19:02:46Z,5
100xDevs-Cohort3-WebDev-and-Devops,https://github.com/Bharat2044/100xDevs-Cohort3-WebDev-and-Devops,694,160,JavaScript,Bharat2044,"100xDevs Cohort 3 🚀 by Harkirat Singh. This repository contains Lecture Codes, Notes, Assignments, Assignment Solution Code and Some Good Articles/Blogs Link. 🔥",2025-02-08T12:46:11Z,2024-08-06T10:56:58Z,0
hass-panel,https://github.com/mrtian2016/hass-panel,694,37,JavaScript,mrtian2016,史上最简单的 Home Assistant 控制面板，基于 React 开发 | 一键部署到 HAOS | 有手就能用 | 无需编程经验 | 开箱即用,2025-03-20T07:23:25Z,2025-01-22T08:48:52Z,0
uDSV,https://github.com/leeoniya/uDSV,693,17,JavaScript,leeoniya,A faster CSV parser in 5KB (min),2025-03-10T13:14:44Z,2023-06-04T15:03:56Z,2
polywasm,https://github.com/evanw/polywasm,691,17,JavaScript,evanw,A JavaScript polyfill for WebAssembly,2024-10-18T19:03:14Z,2023-05-23T05:02:40Z,3
cf-wkrs-pages-vless,https://github.com/Misaka-blog/cf-wkrs-pages-vless,691,526,JavaScript,Misaka-blog,在 CloudFlare Workers 或 Pages 部署 vless 节点，支持 Base64、Clash 及 Sing-box 配置文件订阅文件生成,2024-06-05T18:27:53Z,2023-07-29T08:28:49Z,5
nfd,https://github.com/LloydAsp/nfd,690,282,JavaScript,LloydAsp,No Fraud / Node Forward Bot,2025-03-11T06:39:22Z,2023-10-16T09:06:25Z,0
multipleWindow3dScene,https://github.com/ShinoKana/multipleWindow3dScene,690,64,JavaScript,ShinoKana,based on bgstaal/multipleWindow3dScene,2023-11-28T16:33:00Z,2023-11-24T20:13:16Z,0
translate,https://github.com/xnx3/translate,689,85,JavaScript,xnx3,"AI i18n, Two lines of js realize automatic html translation. No need to change the page, no language configuration file, no API key, SEO friendly!",2025-03-21T09:44:36Z,2023-01-17T03:18:01Z,27
github-old-feed,https://github.com/wangrongding/github-old-feed,689,21,JavaScript,wangrongding,Replace the shit💩 new feed with the old one.,2025-01-14T07:33:47Z,2023-09-07T05:52:37Z,5
fetch,https://github.com/polyfillpolyfill/fetch,688,168,JavaScript,polyfillpolyfill,A window.fetch JavaScript polyfill.,2024-02-24T14:13:39Z,2024-02-24T13:31:19Z,0
GitBase,https://github.com/qiayue/GitBase,686,228,JavaScript,qiayue,Github Based Simple Website Framework,2025-02-21T19:49:09Z,2024-08-10T12:41:40Z,5
zkp-hmac-communication-js,https://github.com/zk-Call/zkp-hmac-communication-js,685,130,JavaScript,zk-Call,"""Zero-Knowledge"" Proof Implementation with HMAC Communication in JavaScript",2024-10-07T23:33:18Z,2024-04-03T09:31:34Z,1
primevue-tailwind,https://github.com/primefaces/primevue-tailwind,682,84,JavaScript,primefaces,PrimeVue Components Styled with Tailwind CSS,2025-01-28T12:38:07Z,2023-11-22T07:54:56Z,10
synthBTC,https://github.com/jofpin/synthBTC,681,413,JavaScript,jofpin,A tool that uses advanced Monte Carlo simulations and Turbit parallel processing to create possible Bitcoin prediction scenarios.,2024-08-04T20:32:55Z,2024-08-02T23:02:16Z,0
award-winning-website,https://github.com/adrianhajdin/award-winning-website,681,158,JavaScript,adrianhajdin,A step-by-step course teaching you how to build an award-winning animated website that became an Awwwards Site Of The Month.,2024-11-25T13:55:05Z,2024-11-22T13:03:56Z,3
flygon-dahanghai-2024,https://github.com/OpenDocCN/flygon-dahanghai-2024,679,150,JavaScript,OpenDocCN,:books: 龙哥大航海 2024,2024-04-11T04:19:52Z,2024-04-11T03:27:29Z,0
lx-music-source,https://github.com/pdone/lx-music-source,678,50,JavaScript,pdone,洛雪音乐源,2025-01-20T09:12:31Z,2024-11-15T06:42:06Z,0
ez-tree,https://github.com/dgreenheck/ez-tree,678,74,JavaScript,dgreenheck,Procedural tree generator written with JavaScript and Three.js,2025-01-14T20:14:51Z,2024-04-22T22:46:05Z,1
polyfill-library,https://github.com/polyfillpolyfill/polyfill-library,678,103,JavaScript,polyfillpolyfill,NodeJS module to create polyfill bundles tailored to individual user-agents.,2024-02-24T14:09:43Z,2024-02-24T13:59:52Z,0
latent-scope,https://github.com/enjalot/latent-scope,674,26,JavaScript,enjalot,A scientific instrument for investigating latent spaces,2025-02-27T22:57:43Z,2023-04-07T02:14:05Z,30
Gradient-Network-Bot,https://github.com/jsim100/Gradient-Network-Bot,672,1,JavaScript,jsim100,,2024-11-25T18:41:45Z,2024-08-12T02:33:43Z,2
biliscope,https://github.com/gaogaotiantian/biliscope,670,50,JavaScript,gaogaotiantian,Bilibili chrome extension to show uploader's stats,2025-02-25T02:32:57Z,2023-03-07T05:55:36Z,24
sol-wrapper,https://github.com/BlockBender/sol-wrapper,666,215,JavaScript,BlockBender,,2025-03-04T22:42:39Z,2024-03-01T10:34:22Z,0
CharacterGen,https://github.com/zjp-shadow/CharacterGen,666,49,JavaScript,zjp-shadow,[SIGGRAPH'24] CharacterGen: Efficient 3D Character Generation from Single Images with Multi-View Pose Canonicalization,2024-09-10T17:12:49Z,2024-02-28T07:32:12Z,13
sd-webui-qrcode-toolkit,https://github.com/antfu/sd-webui-qrcode-toolkit,660,49,JavaScript,antfu,Anthony's QR Toolkit for Stable Diffusion WebUI,2023-07-20T01:54:04Z,2023-07-02T00:12:37Z,3
whistle-client,https://github.com/avwo/whistle-client,658,41,JavaScript,avwo,"HTTP, HTTP2, HTTPS, Websocket debugging proxy client",2025-01-20T10:47:13Z,2023-07-08T04:40:56Z,11
excalith-start-page,https://github.com/excalith/excalith-start-page,658,209,JavaScript,excalith,"Terminal-inspired, clean, feature-rich and customizable browser start page for geeks. Has built-in editor for customizing.",2025-02-23T11:56:45Z,2023-02-01T12:19:59Z,5
QuantumultX,https://github.com/Sliverkiss/QuantumultX,656,28,JavaScript,Sliverkiss,Collection of Scripts written for QuantumultX iOS App,2025-03-19T23:39:55Z,2023-10-06T10:23:38Z,1
iyuuplus-dev,https://github.com/ledccn/iyuuplus-dev,654,39,JavaScript,ledccn,IYUU自动辅种工具，目前能对国内大部分的PT站点自动辅种，支持下载器集群，支持多盘位，支持多下载目录，支持连接远程下载器等。,2025-03-21T14:18:06Z,2024-04-15T09:48:58Z,52
an-codeAI,https://github.com/sparrow-js/an-codeAI,653,106,JavaScript,sparrow-js,AI generate code,2025-03-20T07:54:18Z,2023-02-09T15:17:57Z,2
proshop-v2,https://github.com/bradtraversy/proshop-v2,652,340,JavaScript,bradtraversy,ProShop ecommerce website built with MERN & Redux Toolkit,2024-06-08T11:28:07Z,2023-03-06T22:32:06Z,4
picprose,https://github.com/jaaronkot/picprose,652,90,JavaScript,jaaronkot,"Better cover image generator tool for Medium, YouTube, BiliBili, Blog and many others",2025-03-18T02:42:50Z,2024-04-03T06:25:51Z,0
vertexai-cf-workers,https://github.com/cg-dot/vertexai-cf-workers,652,105,JavaScript,cg-dot,Vertex AI (GCP) Claude Proxy via Cloudflare workers,2024-08-11T07:21:02Z,2024-06-29T08:51:04Z,10
SnapCameraPreservation,https://github.com/jaku/SnapCameraPreservation,648,85,JavaScript,jaku,,2024-04-07T16:40:14Z,2023-01-04T01:18:43Z,15
dailytask,https://github.com/0xsongsu/dailytask,648,360,JavaScript,0xsongsu,每日签到任务,2024-06-14T16:43:51Z,2024-01-10T03:47:23Z,2
profilarr,https://github.com/Dictionarry-Hub/profilarr,647,19,JavaScript,Dictionarry-Hub,Configuration management tool for Radarr/Sonarr,2025-03-19T00:43:43Z,2023-09-29T07:52:08Z,18
openapi-autospec,https://github.com/Adawg4/openapi-autospec,647,16,JavaScript,Adawg4,Proxy server that generates API specs for any app or website on localhost.,2024-05-04T00:18:47Z,2024-02-20T21:16:04Z,0
boss_batch_push,https://github.com/yangfeng20/boss_batch_push,647,30,JavaScript,yangfeng20,Boss直聘批量投简历，批量发送自定义招呼语,2025-03-14T08:25:12Z,2023-06-05T13:39:59Z,5
Astroluma,https://github.com/Sanjeet990/Astroluma,647,19,JavaScript,Sanjeet990,"Astroluma is a feature-rich, user-friendly dashboard designed to help you manage multiple aspects of your daily tasks and services. ",2025-02-10T07:10:25Z,2024-12-05T11:10:08Z,17
rebrowser-patches,https://github.com/rebrowser/rebrowser-patches,647,38,JavaScript,rebrowser,"Collection of patches for puppeteer and playwright to avoid automation detection and leaks. Helps to avoid Cloudflare and DataDome CAPTCHA pages. Easy to patch/unpatch, can be enabled/disabled on demand.",2024-12-10T20:04:51Z,2024-08-06T21:47:09Z,28
open-wegram-bot,https://github.com/wozulong/open-wegram-bot,646,160,JavaScript,wozulong,【零费用】一个让人呼吸顺畅的 Telegram 双向私聊机器人 🤖 / [Zero Cost] A Smooth-Operating Two-Way Private Messaging Telegram Bot 🤖 ,2025-03-19T03:09:06Z,2025-03-17T04:08:35Z,3
button-stealer,https://github.com/anatolyzenkov/button-stealer,645,23,JavaScript,anatolyzenkov,A Chrome extension that “steals” a button from every website you open.,2024-09-09T18:45:19Z,2023-12-18T20:50:41Z,6
Cesium-Examples,https://github.com/jiawanlong/Cesium-Examples,645,158,JavaScript,jiawanlong,CesiumJS2025年最新Examples，200多个原生示例：自定义纹理、地形开挖、可视域分析、洪水淹没、缓冲分析、日照分析、方量分析、通透分析、剖面、单体化、视频融合、视频投射、雨雪雾、天空盒、场景出图、体积云、闪电、视锥体、雷达扫描、水波纹、动态扩散点、电子围栏、粒子效果、物理引擎、克里金、海流、大数据可视化、坐标转换、相机、飞行漫游、瓦片加载、xyz、tms、wms、wmts、天地图、高德、百度、wkt、shp、geojson、pbf、地形、entity、模型、海量数据、Primitive、gif、聚合、czml、字体图标、运动、3Dtiles、模型偏移、等等。。,2025-03-21T08:48:31Z,2024-04-22T08:34:48Z,2
mcp-installer,https://github.com/anaisbetts/mcp-installer,642,85,JavaScript,anaisbetts,An MCP server that installs other MCP servers for you,2024-11-26T20:05:09Z,2024-11-26T18:01:53Z,5
cf-image-hosting,https://github.com/ifyour/cf-image-hosting,639,178,JavaScript,ifyour,🥊  Free & Unlimited Image Hosting,2024-05-02T13:29:43Z,2024-01-31T15:06:49Z,3
Stats-SVG,https://github.com/gh0stintheshe11/Stats-SVG,639,22,JavaScript,gh0stintheshe11,"⭐ Dynamically generate stats SVG from your Github, LeetCode, Steam, and more in #Cyberpunk style :)",2024-11-19T20:35:35Z,2024-07-05T11:51:55Z,0
modelcontextprotocol,https://github.com/ppl-ai/modelcontextprotocol,638,57,JavaScript,ppl-ai,"A Model Context Protocol Server connector for Perplexity API, to enable web search without leaving the MCP ecosystem.",2025-03-14T15:18:00Z,2025-03-10T19:44:02Z,11
cesium-vue3-vite,https://github.com/tingyuxuan2302/cesium-vue3-vite,632,203,JavaScript,tingyuxuan2302,项目基于 vue3 + vite + cesium，已实现常见三维动画场，欢迎有兴趣的同学加入共建~,2025-03-15T09:35:32Z,2023-01-13T09:26:58Z,1
ChatLLM-Web,https://github.com/Ryan-yang125/ChatLLM-Web,631,49,JavaScript,Ryan-yang125,"🗣️ Chat with LLM like Vicuna totally in your browser with WebGPU, safely, privately, and with no server. Powered by web llm.",2024-08-08T03:56:09Z,2023-04-23T05:07:57Z,4
Poketwo-Autocatcher,https://github.com/AkshatOP/Poketwo-Autocatcher,627,164,JavaScript,AkshatOP,Poketwo Autocatcher for FREE to stop those premium selling developers for sh*t,2024-02-15T07:50:52Z,2023-05-31T04:51:46Z,1
docker-phobia,https://github.com/remorses/docker-phobia,625,10,JavaScript,remorses,Analyze Docker images size,2024-10-18T16:23:33Z,2024-03-31T09:48:13Z,0
cg-use-everywhere,https://github.com/chrisgoringe/cg-use-everywhere,625,38,JavaScript,chrisgoringe,,2025-02-19T11:03:05Z,2023-09-27T12:44:20Z,26
ultimate-express,https://github.com/dimdenGD/ultimate-express,622,18,JavaScript,dimdenGD,"The Ultimate Express. Fastest http server with full Express compatibility, based on µWebSockets.",2025-03-20T16:06:38Z,2024-09-08T18:05:10Z,7
how-is-this-not-illegal,https://github.com/rauchg/how-is-this-not-illegal,622,23,JavaScript,rauchg,"A demo of using RSC and Vercel Postgres, legally",2024-09-05T15:17:56Z,2023-05-02T14:45:43Z,2
tragic-methods,https://github.com/neemspees/tragic-methods,621,24,JavaScript,neemspees,A collection of script depicting the strange quirks of programming languages.,2024-09-02T20:06:12Z,2023-03-08T11:14:07Z,1
autopilot,https://github.com/fjrdomingues/autopilot,620,64,JavaScript,fjrdomingues,"Code Autopilot, a tool that uses GPT to read a codebase, create context and solve tasks.",2024-04-23T21:33:38Z,2023-04-02T21:36:56Z,27
CF-Workers-Raw,https://github.com/cmliu/CF-Workers-Raw,620,820,JavaScript,cmliu,这个项目允许你通过Cloudflare Workers安全地访问GitHub私有仓库中的原始文件，无需直接暴露你的GitHub令牌。,2024-08-10T19:54:19Z,2024-06-03T14:18:42Z,2
coze2openai,https://github.com/fatwang2/coze2openai,618,151,JavaScript,fatwang2,Turn Coze API into OpenAI,2024-10-28T10:41:32Z,2024-04-15T15:54:50Z,6
docker-course,https://github.com/adrianhajdin/docker-course,617,190,JavaScript,adrianhajdin,Full Modern Docker Course,2024-01-05T12:52:40Z,2024-01-05T12:52:15Z,6
box,https://github.com/liu673cn/box,615,204,JavaScript,liu673cn,自用，勿宣传。,2024-10-01T07:27:36Z,2023-12-19T08:15:20Z,0
RSSWorker,https://github.com/yllhwa/RSSWorker,612,474,JavaScript,yllhwa,运行在Cloudflare Worker上的RSS订阅生成器,2024-09-19T14:50:49Z,2023-10-08T09:59:42Z,6
LiteLoaderQQNT-Anti-Recall,https://github.com/xh321/LiteLoaderQQNT-Anti-Recall,611,21,JavaScript,xh321,LiteLoaderQQNT 插件 - QQNT 简易防撤回,2025-02-17T10:37:59Z,2023-07-05T17:41:29Z,31
mCollection,https://github.com/hunmer/mCollection,611,35,JavaScript,hunmer,开源模组化可扩展的素材管理软件,2023-06-13T08:21:32Z,2023-04-07T06:58:52Z,14
GameZone,https://github.com/kunjgit/GameZone,609,852,JavaScript,kunjgit,This open source repository contains collection of games build on basic tech stacks in web development  . Use your creativity and build your own game and contribute to the repository by making PR 🎮,2024-08-17T06:58:20Z,2023-05-07T04:21:21Z,45
tailwind-animations,https://github.com/midudev/tailwind-animations,607,72,JavaScript,midudev,Easy peasy animations for your Tailwind project,2025-03-07T09:59:37Z,2024-02-06T17:07:42Z,1
awesome-opensource,https://github.com/gitroomhq/awesome-opensource,605,40,JavaScript,gitroomhq,Best open-source GitHub libraries voted by members 🎤,2024-01-02T15:00:10Z,2023-05-22T04:38:29Z,6
internal-chat,https://github.com/sunzsh/internal-chat,604,162,JavaScript,sunzsh,纯html写的局域网文字/文件p2p传输工具,2025-01-25T13:51:54Z,2024-12-14T14:12:36Z,22
react-custom-hooks,https://github.com/sergeyleschev/react-custom-hooks,603,131,JavaScript,sergeyleschev,React Custom Hooks @ S.Leschev: useArray useAsync useClickOutside useCookie useCopyToClipboard useDarkMode useDebounce useDebugInformation useDeepCompareEffect useEffectOnce useEventListener useFetch useGeolocation useHover useLongPress useMediaQuery useOnlineStatus useOnScreen usePrevious useRenderCount useScript etc.,2024-02-24T05:43:12Z,2023-07-01T15:37:11Z,0
module-replacements,https://github.com/es-tooling/module-replacements,601,36,JavaScript,es-tooling,A manifest of JS modules and their more modern/active replacements,2025-02-27T10:19:29Z,2024-02-03T13:37:59Z,45
vscode-web-visual-editor,https://github.com/urin/vscode-web-visual-editor,601,15,JavaScript,urin,Edit HTML files visually.,2025-01-31T14:45:36Z,2024-08-19T11:36:36Z,0
code-gpt-docs,https://github.com/JudiniLabs/code-gpt-docs,600,73,JavaScript,JudiniLabs,Docusaurus page,2025-03-06T15:58:00Z,2023-01-08T05:00:53Z,12
stable-diffusion-webui-vectorstudio,https://github.com/GeorgLegato/stable-diffusion-webui-vectorstudio,600,46,JavaScript,GeorgLegato,,2023-05-28T16:27:52Z,2023-03-23T10:35:16Z,10
