name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
dart-basics,https://github.com/khanifzyen/dart-basics,101,137,Dart,khanifzyen,Materi Dart Basics untuk mata kuliah Pemrograman Mobile Teknik Informatika UNISNU Jepara 2023,2024-03-16T15:47:48Z,2023-11-28T12:09:28Z,52
dart_iztro,https://github.com/EdwinXiang/dart_iztro,101,15,Dart,EdwinXiang,⭐A lightweight open-source dart library for obtaining The Purple Star Astrology (Zi Wei Dou Shu) astrolabe information.. 支持多语言轻量级获取紫微斗数排盘信息的flutter开源库。,2025-03-15T07:36:15Z,2025-03-11T06:14:04Z,0
digilogtv,https://github.com/aldrinzigmundv/digilogtv,101,7,Dart,aldrinzigmundv,"A free and open-source TV news app, inspired by Linux Mint's Hypnotix.",2025-02-15T12:11:07Z,2023-09-01T14:31:22Z,0
flutter-widgethub,https://github.com/yunweneric/flutter-widgethub,100,15,Dart,yunweneric," From ready-to-use components and flexible layout blocks to smooth animations and striking effects, Flutter Widget Hub is a collection of some pretty UIS aimed at helping developers create beautiful, functional flutter apps quickly and efficiently.",2025-03-21T10:57:21Z,2024-08-02T05:59:26Z,5
lemmy_handshake,https://github.com/gusVLZ/lemmy_handshake,99,1,Dart,gusVLZ,,2023-09-14T22:34:38Z,2023-08-09T19:08:01Z,8
linkdy,https://github.com/JGeek00/linkdy,99,8,Dart,JGeek00,Linkding client created with Flutter.,2024-12-05T15:13:31Z,2024-02-21T22:52:18Z,3
ginkgo_tv,https://github.com/hupo376787/ginkgo_tv,99,12,Dart,hupo376787,Ginkgo TV，在线看电视app，基于Flutter开发，全平台运行。目前测试Windows、Android没有问题。,2024-11-24T15:01:33Z,2024-03-10T14:01:25Z,0
vyuh,https://github.com/vyuh-tech/vyuh,98,14,Dart,vyuh-tech,"Build Modular, Scalable, CMS-driven Flutter Apps",2025-03-16T17:19:45Z,2024-03-14T13:20:08Z,7
BlackHole,https://github.com/Ankit-Sangwaan/BlackHole,98,48,Dart,Ankit-Sangwaan,,2024-01-15T11:30:15Z,2024-01-15T11:28:45Z,4
wtf-dart,https://github.com/Yczar/wtf-dart,98,9,Dart,Yczar,😮‍💨 A list of tricky Dart & Flutter Examples,2023-11-14T12:06:18Z,2023-04-02T12:42:36Z,0
Flutter-Dashboard-Template,https://github.com/HanySameh/Flutter-Dashboard-Template,98,32,Dart,HanySameh,Flutter Responsive Dashboard Template (Dribbble),2023-09-28T12:43:12Z,2023-06-04T00:02:36Z,1
sfb,https://github.com/jacky4631/sfb,97,30,Dart,jacky4631,可能是功能最完善的淘宝客商城APP系统，包含完整APP的所有页面。基于Flutter的淘宝客APP源码，苏分宝店流宝开源淘客商城APP系统，集成淘宝联盟、京东京粉、拼多多多多进宝、抖音优惠券、唯品会唯享客优惠券、美团外卖红包美团分销联盟CPS，获取优惠商品信息，快速实现流量变现。服务端基于Java(SpringBoot)开发。,2025-03-20T00:59:16Z,2024-02-18T08:02:13Z,3
NativeChat,https://github.com/dagmawibabi/NativeChat,97,16,Dart,dagmawibabi,"NativeChat is a powerful application designed to bring seamless, context-aware interactions to your mobile device. Using Gemini under the hood, it offers a wide range of features to assist with tasks like fetching system specs, analyzing call logs, summarizing SMS messages, and providing insights into your device’s status. NativeChat makes your cha",2025-03-19T17:38:19Z,2025-02-21T11:16:23Z,9
dash_ai_search,https://github.com/VGVentures/dash_ai_search,97,17,Dart,VGVentures,,2024-01-09T21:02:56Z,2023-11-20T09:48:08Z,0
learn,https://github.com/VaibhavCodeClub/learn,97,83,Dart,VaibhavCodeClub,Learning app for kids,2024-09-24T06:09:56Z,2024-02-08T19:36:23Z,34
nitmgpt,https://github.com/deskbtm/nitmgpt,97,12,Dart,deskbtm,nitmgpt (Notification-in-the-middle GPT). Filter ads or spam notifications via ChatGPT.,2024-08-30T08:22:29Z,2023-02-26T05:06:33Z,3
redis_dart_link,https://github.com/toolsetlink/redis_dart_link,96,0,Dart,toolsetlink,,2025-01-21T07:23:55Z,2024-09-20T10:32:23Z,0
Task_manager_application,https://github.com/Jayjerome/Task_manager_application,96,36,Dart,Jayjerome,The Task Manager App is a Flutter mobile application designed to help users manage their tasks efficiently. The app utilizes the Bloc architecture for state management and incorporates error handling for a smooth user experience.,2024-09-28T23:38:31Z,2023-12-23T18:08:50Z,0
ai,https://github.com/flutter/ai,96,31,Dart,flutter,,2025-03-06T20:41:38Z,2024-09-12T20:44:25Z,8
octopus,https://github.com/PlugFox/octopus,96,5,Dart,PlugFox,A cross-platform declarative router for Flutter with a focus on state and nested navigation. Made with ❤️ by PlugFox.,2024-12-08T16:19:09Z,2023-11-17T12:18:44Z,1
Themby,https://github.com/chicring/Themby,96,16,Dart,chicring,flutter构建的第三方emby播放器,2024-09-13T16:54:34Z,2024-05-23T08:09:10Z,9
flutter-momo-sliver-appbar,https://github.com/vanvixi/flutter-momo-sliver-appbar,96,70,Dart,vanvixi,"Replicating MoMo app's Collapsing Toolbar effect in Flutter for a smooth, intuitive user experience.",2024-06-09T17:06:51Z,2024-06-02T13:22:33Z,0
